,id,name,neighbourhood,latitude,longitude,room_type,calculated_host_listings_count,license
881,15027083,Mountain Retreat -Longer Stays -Travel Nurses etc,Unincorporated Areas,37.15885,-121.96838,Entire home/apt,1,
882,16984259,Comfortable Private Room in Evergreen,San Jose,37.27782,-121.74377,Private room,3,
883,15041584,The Garden Suite~Studio in Willow Glen,San Jose,37.29584,-121.91044,Entire home/apt,13,
884,17031236,* 3BR Luxury Living at Cupertino/San Jose border *,San Jose,37.30385,-122.03345,Entire home/apt,5,
885,15042670,Lux Private Bed with Pool Hotub Gym,San Jose,37.38916,-121.88945,Private room,3,
886,15648669,Private Guest-House in the Redwoods,Unincorporated Areas,37.14603,-121.98195,Entire home/apt,1,
887,15649164,Delightful one bedroom with shared bathroom,San Jose,37.22716,-121.7835,Private room,4,
888,17076076,#1 -Master Suite+prvt bathroom near Levi'sStadium!,Santa Clara,37.40218,-121.96035,Private room,2,
889,15732882,"""Houselet"": your picture-perfect craftsman cottage",San Jose,37.34867,-121.88068,Entire home/apt,1,
890,15045070,Sleeps 1 San Jose CA Silicon Valley Cozy Private,San Jose,37.31345,-121.7911,Entire home/apt,2,
891,17076923,Spacious Private Attic Loft,San Jose,37.32251,-121.86741,Entire home/apt,2,
892,17093199,Charming 1br Apt Work From Home w/Parking&Laundry,Mountain View,37.40364,-122.06295,Entire home/apt,5,
893,15071482,Santana Row - Chic 2 bedroom Loft - Silicon Valley,San Jose,37.32205,-121.94828,Entire home/apt,1,
894,15735866,Cozy Room & Bath in a lovely home near Santana Row,San Jose,37.29955,-121.97424,Private room,1,
895,15760410,Elegant private bedroom  and shared bathroom,San Jose,37.22603,-121.78445,Private room,4,
896,17094587,1 Room and Guest bathroom in a two B & B condo,San Jose,37.37489,-121.88053,Private room,1,
897,15774702,Luxury Mountain Getaway at Chesbro Reservoir,Unincorporated Areas,37.12528,-121.73341,Entire home/apt,1,
898,15071921,Quiet and Spacious Bedroom in Los Altos,Los Altos Hills,37.36273,-122.12087,Private room,4,
899,15072431,Stunning guesthouse in zen garden midtown San Jose,San Jose,37.32828,-121.9138,Entire home/apt,2,
900,17111365,"Modern & Comfy | 5★ Location, Private Bath, Office",Santa Clara,37.40193,-121.96234,Private room,2,
901,15093755,Downtown Palo Alto Bedroom and Bathroom,Palo Alto,37.44848,-122.16308,Private room,2,
902,15802885,private queen bedroom in our family home w pool,San Jose,37.39948,-121.86622,Private room,4,
903,17125758,good sleep good room,San Jose,37.39754,-121.84502,Private room,6,
904,15095404,Very comfortable garage room steps from Stanford,Palo Alto,37.42745,-122.14867,Private room,3,
905,17154405,Dwtn PA Cozy Cottage w/ Private Bath,Palo Alto,37.44737,-122.16524,Entire home/apt,1,
906,15099911,Clean Private Bed w Pool Hotub Gym,San Jose,37.39049,-121.89123,Private room,3,
907,15808286,2-bedroom suite in peaceful neighborhood,Mountain View,37.37609,-122.0768,Entire home/apt,1,
908,15834626,private room in santa clara,Santa Clara,37.35309,-121.95386,Private room,1,
909,17171207,Palo Alto Treehouse in the Birthplace of Silicon Valley,Palo Alto,37.44208,-122.15495,Entire home/apt,1,
910,15841957,Private Artistic Studio Palo Alto Farmhouse,Palo Alto,37.4298,-122.12874,Entire home/apt,7,
911,15101204,A Large Private Flat in Center of Silicon Valley,Sunnyvale,37.34194,-122.04036,Entire home/apt,1,2021-7733
912,17211424,Private bed & bath near Santana Row,San Jose,37.31897,-121.955,Private room,2,
913,15859702,"Greenwood Guest House, a Peaceful Oasis",Monte Sereno,37.23364,-121.99418,Entire home/apt,1,
914,17235467,Apartment Retreat - Private Lower Level Unit,San Jose,37.32972,-121.89681,Entire home/apt,3,
915,17236730,Upstairs Private Bedroom III,Palo Alto,37.4062,-122.12428,Private room,3,
916,15883601,"3 Bdrm, 2 Bath, Hot Tub, Sauna, Near SAP & SJC",San Jose,37.32618,-121.90805,Entire home/apt,3,
917,15116756,Mini-studio near Levi's Stadium,Santa Clara,37.39746,-121.96306,Private room,3,
918,17236957,Executive Retreat: Private Luxe Master Bed & Bath,San Jose,37.40076,-121.92211,Private room,3,
919,17265949,"2 Bedrooms In Host's Home, Hot Tub, Pool and Sauna",San Jose,37.32687,-121.9079,Private room,3,
920,15121742,出租New private room+private bathroom,San Jose,37.29697,-121.84753,Private room,3,
921,15969211,Grand Estate with Pool/Hot Tub & Spa Bathroom,Palo Alto,37.45172,-122.13561,Entire home/apt,1,
922,17327328,Visit Stanford Silicon Valley from Private Oasis,Los Altos,37.396446,-122.118645,Private room,3,
923,16005353,The Whole 2Bedroom 1Living room 1Bath&Kitchen,Sunnyvale,37.389,-122.00494,Entire home/apt,7,
924,18195859,Enjoy the Comforts of a Homey Silicon Valley Pad,Santa Clara,37.40156,-121.96064,Entire home/apt,33,
925,17329381,"Cottage - bedroom, living, bath and small kitchen",Campbell,37.29932,-121.94231,Entire home/apt,1,
926,18199573,Your Temporary Home in Center of Silicon Valley,San Jose,37.32131,-121.91383,Private room,2,
927,16006156,Rm4-Techie House private rm @Sunnyvale techie home,Sunnyvale,37.39104,-122.00279,Shared room,7,
928,16042017,Stanford/Downtown Palo Alto/SiliconValley/Faceb00k,Palo Alto,37.43399,-122.15443,Entire home/apt,2,
929,17336458,Cozy Private Bedroom blocks from Downtown San Jose,San Jose,37.31988,-121.88384,Private room,1,
930,16043045,Room in mountain view duplex near downtown,Unincorporated Areas,37.40172,-122.07187,Private room,2,
931,18215772,Spacious and comfortable 4BR/2BA home in Los Altos,Los Altos,37.34866,-122.07293,Entire home/apt,10,
932,17342128,La Casa de Alpaca,Santa Clara,37.39553,-121.95759,Entire home/apt,1,
933,18216194,Private Bedroom with Bathroom in a Modern House,Mountain View,37.4036,-122.0928,Private room,2,
934,16043384,Spacious 3-bedroom apartment downtown SJ,San Jose,37.343,-121.89303,Entire home/apt,3,
935,16072500,"Cozy room near tech company, downtown, Standford",Mountain View,37.41164,-122.08828,Private room,1,
936,17360895,Entire Private Guest House 2br/1ba,San Jose,37.35208,-121.88594,Entire home/apt,6,
937,16077825,(PRIVATE ENTRANCE) Willow Glen PRIME LOCATION,San Jose,37.31334,-121.90252,Private room,1,
938,17361940,"Entire Private Duplex House SJ Downtown, 2br/2ba",San Jose,37.35139,-121.8876,Entire home/apt,6,
939,18250182,Yurt glamping for Naturists!,Unincorporated Areas,37.16643,-121.97839,Private room,4,
940,17368351,Great location,Mountain View,37.3961,-122.10178,Private room,2,
941,18295543,"LUXURIOUS Home Interns LOVE! Apple, Nvidia, Shops!",Santa Clara,37.35427,-121.96305,Entire home/apt,3,
942,16084484,1 Bedroom downtown - Great for Business & Family,Palo Alto,37.44527,-122.15567,Entire home/apt,1,
943,17388765,Bay Area Getaway: Queen Bed + Comp,Sunnyvale,37.3548,-122.0317,Private room,2,2022-7605
944,16135730,"Luxury studio+yard, kitchen+WD, Wifi, Pet friendly",Cupertino,37.32951,-122.07109,Entire home/apt,3,
945,16145881,San Jose Convention Center Gated Remodeled 2BR 1BA,San Jose,37.32611,-121.88763,Entire home/apt,2,
946,18348686,Luxurious/Cozy Room,San Jose,37.25308,-121.801,Private room,2,
947,17422597,Clean Spacious 1 bdrm 1 ba - 21 days stay minimum,San Jose,37.36185,-121.84521,Private room,1,
948,18359195,Master bedroom in Silicon Valley,San Jose,37.28247,-121.85598,Private room,1,
949,16156536,5BR/4BA Large Modern House with swimming pool& SPA,Mountain View,37.38356,-122.06109,Entire home/apt,1,
950,17423517,"Private in law unit near SJC, Levi and Businesses",Santa Clara,37.36154,-121.97734,Entire home/apt,1,
951,16175660,Engineer's Paradise-Private room with a bunk bed,Santa Clara,37.39578,-121.96188,Private room,13,
952,18362737,Queen Bed Room: 2 Miles to SJDT & 5 Miles to SJC,San Jose,37.32904,-121.8514,Private room,6,
953,17465302,Fully Furnished Room & Bath in Downtown San Jose,San Jose,37.35436,-121.90158,Private room,1,
954,18388593,Modern Suite in Cupertino,Cupertino,37.31584,-122.03544,Entire home/apt,1,STR-2021-0001
955,16181544,"Ma1: Nice, Lrge, & Prvt Single Bdrm in San Jose.",San Jose,37.39799,-121.84635,Private room,8,
956,17509000,Beautiful Private Room in the Heart of Palo Alto,Palo Alto,37.43546,-122.13536,Private room,3,
957,16188722,cozy queen bedroom in our family home w pool,San Jose,37.39911,-121.86673,Private room,4,
958,16189078,Quiet & Clean Room near Stanford,Palo Alto,37.40877,-122.117,Private room,3,
959,18400324,Lively Santana Row Loft for Business or Leisure,San Jose,37.32051,-121.949,Entire home/apt,1,
960,17510222,Sunny Private Room in the Heart of Palo Alto,Palo Alto,37.43526,-122.13519,Private room,3,
961,16206708,Elegant Master Bed near California Ave/Stanford,Palo Alto,37.42291,-122.14753,Private room,3,
962,17511998,New Cottage in Willow Glen Perfect for Commuter,San Jose,37.28444,-121.89939,Entire home/apt,1,
963,16208674,"Fairmont Ave 3Br/2Ba, Great Family Neighborhood",Mountain View,37.38445,-122.07929,Entire home/apt,7,
964,18411223,Large studio romantic fireplace insert for heating,Palo Alto,37.4047,-122.12471,Entire home/apt,7,
965,17514818,Efficiency close to SJSU & SJ Convention Center,San Jose,37.3434,-121.88116,Entire home/apt,1,
966,18414211,Rose Garden Neighborhood - 3-Bedroom Home,San Jose,37.34383,-121.93066,Entire home/apt,2,
967,18415090,"Los Gatos Full Kitchen Suite, Roses",Los Gatos,37.22203,-121.9808,Private room,2,
968,16257352,Luxury Condo Overlooking Santana Row,San Jose,37.32263,-121.94851,Entire home/apt,2,
969,16290577,2BR Home in downtown San Jose #A,San Jose,37.34314,-121.88773,Entire home/apt,6,
970,17533836,3Br/2BaCentralDowntownSanJose-StunningCraftsmanSAP,San Jose,37.343,-121.88106,Entire home/apt,2,
971,16312301,Palo Alto 2BR Remodel w/ New Furniture,Palo Alto,37.42016,-122.12916,Entire home/apt,5,
972,16325309,Separated and private unit,San Jose,37.24565,-121.91779,Entire home/apt,1,
973,18417096,Queen Bed Room: 2 Miles to SJDT & 5 Miles to SJC,San Jose,37.32754,-121.85139,Private room,6,
974,18417915,Queen Bed Room: 2 Miles to SJDT & 5 Miles to SJC,San Jose,37.32754,-121.85139,Private room,6,
975,18424136,Queen Bed Room: 2 Miles to SJDT & 5 Miles to SJC,San Jose,37.32754,-121.85139,Private room,6,
976,17560426,"475#B Studio/1bth/carport w/yard, A/C,grt location",Palo Alto,37.42838,-122.14695,Entire home/apt,28,
977,17572347,4B Whole house in Central San Jose,San Jose,37.31434,-121.9185,Entire home/apt,1,
978,18462282,One block away from the Stanford U.,Palo Alto,37.42083,-122.14921,Entire home/apt,1,
979,16333910,2BR  Home in downtown San Jose #B,San Jose,37.3429,-121.88779,Entire home/apt,6,
980,17575272,Entire Home In San Jose,San Jose,37.31631,-121.98167,Entire home/apt,2,
981,16337405,"""Queens Palace"" Studio Apt Business Ready-San Jose",Campbell,37.27562,-121.96831,Entire home/apt,1,
982,18471930,Amazing Country Setting at Cottage Creek Vineyards,Unincorporated Areas,37.05611,-121.66482,Entire home/apt,1,
983,17577553,Master with Bathroom & Desk | AC | Shared Kitchen,Sunnyvale,37.36281,-122.03699,Private room,2,
984,18472907,Quiet Highend. Walk to SAP Center and Restaurants,San Jose,37.33184,-121.90849,Entire home/apt,1,
985,16346481,"Private studio, walk to dining, Biz Traveler+",San Jose,37.3003,-121.89937,Entire home/apt,2,
986,17612283,Gorgeous Rustic Modern Tiny House w/ Chefs Kitchen,San Jose,37.3557,-121.88022,Entire home/apt,1,
987,16350466,San Jose Guest Cottage,San Jose,37.30499,-121.95426,Entire home/apt,1,
988,17624235,Luxury & Beautiful House (1B/1B master room),San Jose,37.39055,-121.87358,Private room,1,
989,18505551,Downtown San Jose Townhome Close to Airport,San Jose,37.34308,-121.89688,Entire home/apt,2,
990,18528926,Restful Luxury: Silicon Valley Tranquility Room,Santa Clara,37.33973,-121.99383,Private room,5,
991,17639874,Private room in a very cozy 2 bed/1 bath house,Santa Clara,37.32559,-121.9934,Private room,1,
992,18542000,Modern Studio w/ Cleaning Service - Silicon Valley,Los Altos,37.34465,-122.08289,Entire home/apt,1,
993,16368911,"New, Modern 3br/2.5ba Home + office in Palo Alto",Palo Alto,37.4228,-122.13308,Entire home/apt,1,
994,17667965,Cozy house,San Jose,37.35945,-121.83315,Private room,1,
995,16395500,Spacious 3Br/2Ba★Private Parking&Yard ★near Park欢迎,Santa Clara,37.38576,-121.94615,Entire home/apt,1,
996,18542871,Rose Garden Neighborhood - Studio,Santa Clara,37.34254,-121.93251,Entire home/apt,2,
997,17696754,Single-Family Home w/ Private Backyard & Garage,Santa Clara,37.33114,-121.99161,Entire home/apt,290,
998,18545596,Bedroom with Private Bath & Separate Entry,Santa Clara,37.36321,-121.99042,Private room,1,
999,16406087,Downtown Palo Alto : location location location,Palo Alto,37.45191,-122.16066,Shared room,1,
1000,17718167,Family Home - Middle of Silicon Valley,Palo Alto,37.45207,-122.13015,Entire home/apt,1,
1001,18562193,"Bright, Inviting 4BR Near Stanford & Startups",Palo Alto,37.43193,-122.14895,Entire home/apt,19,
1002,17734342,Interns: Private Rm Walk to Goog (20%off intern),Mountain View,37.4153,-122.08855,Private room,2,
1003,18565818,1BR Apartment with Tons of Light,Palo Alto,37.44399,-122.15537,Entire home/apt,290,
1004,16430362,Industrial Luxury Loft above Santana Row,Santa Clara,37.32573,-121.94713,Entire home/apt,1,
1005,17746943,Apartment close to Prime Palo Alto Locations,Palo Alto,37.445,-122.15332,Entire home/apt,290,
1006,16437514,Sunnyvale Home with Outdoor Area,Sunnyvale,37.35454,-122.01306,Entire home/apt,290,
1007,18567716,Hogar Tranquilo,San Jose,37.32407,-121.8703,Private room,1,
1008,17747696,"** SPACIOUS 4BR, Minutes from California Ave **",Palo Alto,37.42328,-122.14635,Entire home/apt,10,
1009,18569016,Yurt glamping adventure for Naturists,Unincorporated Areas,37.16704,-121.97823,Private room,4,
1010,18572228,Sanitized Private Room,Cupertino,37.32114,-122.05639,Private room,3,STR-2021-0002
1011,18615832,Main House in San Jose Urban Village neighborhood,San Jose,37.32822,-121.89693,Entire home/apt,3,
1012,16443954,My home,San Jose,37.3101,-121.96467,Private room,1,
1013,17750867,Sunny Private Room,Cupertino,37.32893,-122.02439,Private room,2,STR-2021-0019
1014,16451047,Cozy and quiet luxurious apartment near Apple HQ,Cupertino,37.32974,-122.0369,Entire home/apt,1,
1015,17795043,"Fairmont Ave 4Br/3Ba, Great Family Neighborhood",Mountain View,37.38428,-122.0792,Entire home/apt,7,
1016,18618169,Executive Studio in the Heart of Silicon Valley,Santa Clara,37.39756,-121.96646,Entire home/apt,16,
1017,17796180,Bright and Sunny Rooms in the Historic Old Town,Palo Alto,37.43587,-122.13528,Private room,3,
1018,16509457,Bright & Spacious 4BR - Ideal for Families,San Jose,37.24142,-121.90879,Entire home/apt,1,
1019,17815910,Quiet room with AC and shared bathroom.,San Jose,37.28039,-121.97073,Private room,1,
1020,16531905,1BR/1BA Duplex (P) near Castro/Caltrain Mtn View,Mountain View,37.38539,-122.07608,Entire home/apt,2,
1021,18619038,Guest Suite in Saratoga,Saratoga,37.24643,-122.01434,Entire home/apt,1,
1022,18621019,Cupertino close to Infinite Loop,Cupertino,37.33565,-122.02755,Private room,2,
1023,17834055,It's the Cat's Meow! Quiet 1 BD/BA near 17 & 280,San Jose,37.30097,-121.93738,Private room,2,
1024,16568437,Cozy 1 bedroom with Private Bath Luxury  Townhouse,Campbell,37.25825,-121.94974,Private room,1,
1025,17844607,"Stunning 5BR/4BA modern home, close to downtown",Palo Alto,37.45353,-122.14074,Entire home/apt,1,
1026,18650275,Renovated 2 BR Apt Near Mountain View Downtown,Mountain View,37.39872,-122.09045,Entire home/apt,2,
1027,17908075,"Sherry Office Den , semi private .",Morgan Hill,37.144867,-121.661369,Private room,4,
1028,17929338,Luxurious Santana Row Loft with a View,San Jose,37.32129,-121.94843,Entire home/apt,1,
1029,18654552,Private room in furnished house in Mountain View,Mountain View,37.40693,-122.10454,Private room,2,
1030,18654826,Private room in furnished house in Mountain view,Mountain View,37.40724,-122.10429,Private room,2,
1031,16584979,"A Room with shared bath near Japantown, San Jose;)",San Jose,37.35388,-121.9012,Private room,1,
1032,16653647,Falling Water Garden View with weekly cleaning,Palo Alto,37.43977,-122.1558,Private room,5,
1033,17955995,Cozy Quiet Bedroom in Los Altos,Los Altos Hills,37.36294,-122.11921,Private room,1,
1034,16667619,San Jose 1房1卫 雅房,San Jose,37.35567,-121.89174,Private room,1,
1035,16676558,Spacious bedroom with private bathroom,San Jose,37.2506,-121.90582,Private room,1,
1036,18655273,"Private Separate Casita in Mtn View, By G0oggl",Mountain View,37.39397,-122.0898,Entire home/apt,1,
1037,17977384,310-1 Bedroom Gem San Pedro Square San Jose!,San Jose,37.33434,-121.89267,Entire home/apt,21,
1038,18657781,Tuscan-style Silicon Valley Home,San Jose,37.2484,-121.82553,Entire home/apt,1,
1039,16689649,Silicon valley luxury modern private bed and bath,San Jose,37.40907,-121.94101,Private room,1,
1040,17979891,Peaceful and Quiet Home,San Jose,37.41431,-121.93925,Private room,1,
1041,16703648,Comfortable space in the hills! A min from 280!!,Los Altos Hills,37.35226,-122.11601,Private room,1,
1042,18673391,Cozy Studio in Heart of Silicon Valley Own Bath,Santa Clara,37.39574,-121.96526,Private room,16,
1043,18693365,"4BR/3BAHeartDtownSanJose-GemCraftsman, SAP,Airport",San Jose,37.34442,-121.87987,Entire home/apt,2,
1044,17989156,Xtra,San Jose,37.29905,-121.97117,Shared room,14,
1045,17994710,SARATOGA EXECUTIVE COTTAGE,Saratoga,37.26167,-122.02587,Entire home/apt,1,
1046,18706768,Large bright open clean English Style Flat.,Palo Alto,37.42962,-122.14959,Entire home/apt,2,
1047,16706507,Hilltop Cottage,Unincorporated Areas,37.37953,-121.8117,Entire home/apt,1,
1048,17994730,308-Immaculate Studio San Pedro Sq. San Jose!,San Jose,37.33612,-121.89389,Entire home/apt,21,
1049,16721619,Comfy apartment downtown SJ,San Jose,37.34309,-121.89496,Entire home/apt,3,
1050,17998533,- Bright and spacious quiet room w/ private bath -,Mountain View,37.41022,-122.09227,Private room,1,
1051,16738130,3bd/2ba guest rooms + pool w live-in host family,San Jose,37.39941,-121.86795,Private room,4,
1052,18733708,Priv. Bedroom +Priv. Bathroom (upstairs)  San Jose,San Jose,37.34263,-121.92003,Private room,1,
1053,18025024,Cute two bedroom home in fantastic location!,Mountain View,37.39629,-122.06464,Entire home/apt,1,
1054,18737565,Classic Private Victorian Cottage/Coach House,Palo Alto,37.42962,-122.14959,Entire home/apt,2,
1055,18794144,北聖何西寬敞整洁豪华大套房,San Jose,37.37915,-121.8961,Private room,10,
1056,18794589,北聖何西共用走廊浴室的寬敞整洁大臥室,San Jose,37.37954,-121.89789,Private room,10,
1057,16739388,Santa Cruz Mountains Loft near Summit,Unincorporated Areas,37.1452,-121.98026,Entire home/apt,1,
1058,18036680,Bright 1BR | Laundry & Kitchen | Downtown | GLS,Mountain View,37.392303,-122.09397,Entire home/apt,15,
1059,18037593,Clean 1BR | Washer/D | Free Parkingl | Downtown MV,Mountain View,37.392303,-122.09397,Entire home/apt,15,
1060,16761343,2br/2ba entire house in heart of Silicon Valley,Santa Clara,37.39906,-121.96708,Entire home/apt,5,
1061,16764352,One Bedroom Apartment | Mountain View CA | Balcony,Mountain View,37.39032,-122.09291,Entire home/apt,21,
1062,18806562,Designer Cottage,Campbell,37.28437,-121.92966,Entire home/apt,4,
1063,18045014,"Fairmont Ave 1Br/1Ba, Great Family Neighborhood",Mountain View,37.38445,-122.07925,Entire home/apt,7,
1064,18809194,Cozy Studio in Santa Clara County,San Jose,37.39021,-121.85741,Entire home/apt,16,
1065,16766529,Modern 2BR / 2Bath in downtown Mountain view CA,Mountain View,37.392303,-122.09397,Entire home/apt,21,
1066,16768976,Private Room with Private bath - Amazing Views,San Jose,37.36345,-121.80703,Private room,3,
1067,18053034,Clean & Private 2BR |Kitchen/Laundry|Mountain View,Mountain View,37.392303,-122.09397,Entire home/apt,15,
1068,19545411,Entire Studio in Upscale Downtown Community,San Jose,37.33594,-121.8883,Entire home/apt,1,
1069,18813224,Santana Row Penthouse with Private 3 Beds 3 Baths,San Jose,37.32156,-121.94942,Entire home/apt,1,
1070,18826250,Greatly Rooms to choose from   San Jose Airport #1,Unincorporated Areas,37.3209,-121.93374,Private room,3,
1071,18062135,Private room with private bathroom,Sunnyvale,37.38194,-122.01732,Private room,1,
1072,18088496,Spacious Mountain View 1BR | Gym + Pool | Desk,Mountain View,37.392303,-122.09397,Entire home/apt,13,
1073,18828298,4Vegan Sculpture Garden ofSunnyvale,Sunnyvale,37.35718,-122.052,Private room,4,2022-7374
1074,18832945,A private hillside suite nestled among oaks,Los Altos Hills,37.36951,-122.16389,Entire home/apt,3,
1075,19552000,"Derksen B&B, Downtown SJ Proper, Private Room",San Jose,37.3273,-121.88217,Private room,4,
1076,18090312,High End 1BR with 5 Star Amenities!,Mountain View,37.392303,-122.09397,Entire home/apt,13,
1077,19552854,"Pool, Hot Tub & Huge Yard in Palo Alto!",Palo Alto,37.43979,-122.13522,Private room,1,
1078,19575191,Lux Bedroom with Shared Bath & Designated Toilet,San Jose,37.37951,-121.89762,Private room,9,
1079,18835483,Mordern bedroom， near Apple，welcome long-term 欢迎长租,San Jose,37.31659,-121.99097,Private room,3,
1080,18111056,Garden Room in Modern Luxury Home Silicon Valley,Sunnyvale,37.39072,-122.02218,Private room,1,
1081,18878623,Lovely Private Room,San Jose,37.28882,-121.872,Private room,1,
1082,19576566,Luxurious Silicon Valley Calm Haven,Santa Clara,37.33987,-121.99339,Private room,5,
1083,18155281,"Comfy bed, work desk, friendly, safe,walk to Apple",Santa Clara,37.32998,-122.00125,Private room,1,
1084,19603003,Executive 2BR+ Condo in downtown Palo Alto,Palo Alto,37.44743,-122.16577,Entire home/apt,1,
1085,18890341,Summerhill Park is a great place near Apple Campus,Sunnyvale,37.3905294,-122.0433659,Entire home/apt,1,
1086,18160841,Stanford Campus Gem,Palo Alto,37.430077,-122.150986,Entire home/apt,2,
1087,18914174,"Private Bathroom谷哥脸书shuttle, light rail nearby拎包入住",San Jose,37.28119,-121.87587,Private room,3,
1088,18917994,Historic Water Tower Cottage with Bay View,San Jose,37.42727,-121.97565,Entire home/apt,2,
1089,19640995,Just remodel - Private 2 room suite near Apple HQ.,San Jose,37.30603,-122.02494,Entire home/apt,1,
1090,19641513,Serene Casita in Backyard Garden,San Jose,37.34419,-121.89023,Entire home/apt,3,
1091,18195102,Townhome with Pool in Complex,Santa Clara,37.36717,-121.96862,Entire home/apt,290,
1092,19641812,Beautiful New pvt 1BR/1BA pvt entry & yard,San Jose,37.31288,-121.97635,Private room,2,
1093,18927547,"Los Gatos Garden Inn Standard Deluxe Suite, Tulips",Los Gatos,37.21997,-121.98232,Private room,2,
1094,18932101,Sunnystay: Bright Garden Palo Alto Studio Cottage,Palo Alto,37.45084,-122.15338,Entire home/apt,2,
1095,18933903,"XL room,near Adobe,G谷歌,F脸书Shuttle班车站& light Rail",San Jose,37.28133,-121.87562,Private room,3,
1096,20786352,Cheerful Santa Cruz Mtns- beach & business,Unincorporated Areas,37.1557,-121.98821,Entire home/apt,1,
1097,18947096,fully furnished，cool， clean， relax！ 舒适，清爽，干净。拎包入住。,San Jose,37.28164,-121.87529,Private room,3,
1098,19660291,Craftsman Bungalow with access to Silicon Valley,Palo Alto,37.42133,-122.14928,Entire home/apt,1,
1099,19661686,Bedroom 3 of 3 - private bedroom with shared bath,San Jose,37.23035,-121.81312,Private room,3,
1100,20799585,Beautiful Private Bedroom in Quiet SJ,San Jose,37.22831,-121.86056,Private room,1,
1101,18961172,Spacious & Cleanly Luxury 1-Bed Top Floor Condo,San Jose,37.40321,-121.93213,Entire home/apt,2,
1102,18971944,Cozy Executive Studio in heart of Silicon Valley,Santa Clara,37.39613,-121.96663,Private room,16,
1103,20805634,SAN JOSE EVERGREEN GETAWAY ESTATE !,San Jose,37.30228,-121.78652,Private room,1,
1104,19057710,Self Contained Cottage close to Stanford / Tech,Los Altos,37.3988,-122.10842,Entire home/apt,3,
1105,19664063,北聖何西寬敞整洁大臥房,San Jose,37.37964,-121.89807,Private room,10,
1106,19680185,Separate Bed-Room  in San Jose East,San Jose,37.30621,-121.8076,Private room,1,
1107,20823716,"357#D downtwn/Stanford 1bedroom/carport hardwd,A/C",Palo Alto,37.45016,-122.16547,Entire home/apt,28,
1108,19701788,"Cozy,Quiet”Home Away from Home”.attached cottage",San Jose,37.2583,-121.86506,Entire home/apt,1,
1109,19068406,Cozy one-bedroom private guesthouse in Downtown SJ,San Jose,37.34455,-121.8841,Entire home/apt,1,
1110,20831672,4bedroom modern house desirable location Palo Alto,Palo Alto,37.44255,-122.13929,Entire home/apt,1,
1111,19104018,Mid Century Modern Guesthouse,Sunnyvale,37.33839,-122.05579,Entire home/apt,1,2018-7549
1112,19720429,Comfort in downtown Palo Alto,Palo Alto,37.4515,-122.16263,Private room,6,
1113,20837079,Silicon Valley Executive home in Santa Clara,Santa Clara,37.40128,-121.94981,Entire home/apt,1,
1114,19791703,Elite Designer Modern Suite Private Entrance/Patio,Palo Alto,37.45124,-122.13151,Entire home/apt,1,
1115,19804198,Apartment with Great Amenities,Sunnyvale,37.36733,-122.02471,Entire home/apt,290,
1116,19123769,Derksen B&B (Room 3- private room w/ lock),San Jose,37.3273,-121.88217,Private room,4,
1117,20858690,Cozy in downtown Palo Alto,Palo Alto,37.45052,-122.16022,Private room,6,
1118,19850124,* 1BR w/ HIGH CEILINGS and A/C in Mountain View *,Mountain View,37.39338,-122.09032,Entire home/apt,10,
1119,20882796,GW: 4bd/2ba near Apple/Mall/Restaurants,San Jose,37.30589,-121.98319,Entire home/apt,33,
1120,19155141,Silicon Valley Studio Apartment,San Jose,37.41097,-121.8742,Entire home/apt,1,
1121,20889193,Newly Remodeled Pool-house With Private Entrance,Unincorporated Areas,37.31685,-121.92887,Entire home/apt,1,
1122,19179346,Private room in techie household. Serene backyard!,Sunnyvale,37.3877,-122.00002,Private room,1,
1123,19865965,Beautiful townhouse downtown Sunnyvale,Sunnyvale,37.37537,-122.03058,Entire home/apt,1,
1124,19876384,Lotus Yurt in Vineyard Overlooking Monterey Bay,Unincorporated Areas,37.11104,-121.89471,Entire home/apt,2,
1125,20906706,Relax in Silicon Valley,Santa Clara,37.36618,-121.98305,Private room,1,
1126,19876439,"Palo Alto studio w/private entrance, XL bath",Palo Alto,37.41274,-122.12261,Entire home/apt,2,
1127,19894937,Beautiful  Room with Private Bath Silicon Valley,Santa Clara,37.39445,-121.94802,Private room,1,
1128,19191686,Home away from Home,Campbell,37.26905,-121.96025,Private room,1,
1129,20916434,"Naglee Park , Downtown San Jose, Blue room",San Jose,37.33995,-121.87824,Private room,2,
1130,19196233,It's the Cat's Meow! Purr-fect 1 BR/BA near 17-280,San Jose,37.29973,-121.93575,Private room,2,
1131,20930292,Townhouse Near Great Schools,Palo Alto,37.41911,-122.13022,Entire home/apt,290,
1132,19213501,"Downtown Mountain View, Perfect for G0ogel",Mountain View,37.39439,-122.0822,Entire home/apt,19,
1133,19222582,"Large, beautiful Eichler in Midtown Palo Alto",Palo Alto,37.43998,-122.12013,Entire home/apt,1,
1134,19949488,Private & Quiet Cottage in Foothills Near Apple,Cupertino,37.31725,-122.05633,Entire home/apt,1,
1135,20932714,Prime Silicon Valley Modern Townhome,San Jose,37.32361,-121.90286,Entire home/apt,1,
1136,19965311,Furnished 3bedroom +bonus 4th bedroom by 101 /280,San Jose,37.31314,-121.83555,Entire home/apt,1,
1137,19241235,Bedroom and Private Bath in Townhouse,San Jose,37.24673,-121.88569,Private room,1,
1138,20933027,Big private room in san jose,San Jose,37.35596,-121.82791,Private room,4,
